category,qid,ja_pageid,en_wiki,lat,lon,ja,en,zh,ko,fr,de,es,pt,it,nl,pl,ru,uk,hu,sv,tr,el,id,vi,th,bn,hi,ar,fa,ur,he
island,Q13989,6021,Honshu,36,138,本州,Honshu,本州岛,혼슈,Honshū,Honshū,Honshū,Honshu,Honshū,Honshu,Honsiu,Хонсю,Хоншю,Honsú,Honshu,Honshū,Χονσού,Honshu,đảo Honshu,เกาะฮนชู,হোনশু,होन्शू,هونشو,هونشو,ہونشو,הונשו
island,Q158129,146276,Victoria Island,71.451,-113.7541,ビクトリア島,Victoria Island,维多利亚岛,빅토리아섬,île Victoria,Victoria-Insel,Isla Victoria,Ilha Victoria,Isola Victoria,Victoria-eiland,Wyspa Wiktorii,Виктория,Вікторія,Victoria-sziget,Victoria Island,Victoria Adası,Νήσος Βικτώρια,Pulau Victoria,Đảo Victoria,เกาะวิกตอเรีย,,,جزيرة فكتوريا,جزیره ویکتوریا,جزیرہ وکٹوریا,ויקטוריה
island,Q23666,17096,Great Britain,53.833333333333,-2.4166666666667,グレートブリテン島,Great Britain,大不列顛島,그레이트브리튼섬,Grande-Bretagne,Großbritannien,Gran Bretaña,Grã-Bretanha,Gran Bretagna,Groot-Brittannië,Wielka Brytania,Великобритания,Велика Британія,Brit-sziget,Storbritannien,Büyük Britanya,Μεγάλη Βρετανία,Britania Raya,Đảo Anh,เกรตบริเตน,গ্রেট ব্রিটেন,ग्रेट ब्रिटेन,بريطانيا,بریتانیای کبیر,برطانیہ عظمی,בריטניה הגדולה
island,Q146841,146334,Ellesmere Island,79.5,-76.5,エルズミア島,Ellesmere Island,埃尔斯米尔岛,엘즈미어섬,île d'Ellesmere,Ellesmere-Insel,Isla de Ellesmere,Ilha Ellesmere,isola di Ellesmere,Ellesmere-eiland,Wyspa Ellesmere'a,Элсмир,Елсмір,Ellesmere-sziget,Ellesmereön,Ellesmere Adası,Έλσμιρ,Ellesmere,Đảo Ellesmere,เกาะเอลสเมียร์,,एल्ज़्मेयर द्वीप,جزيرة إليسمير,جزیره الزمیر,جزیرہ ایلیسمیرے,אלסמיר
island,Q3812,243638,Sulawesi,-2,121,スラウェシ島,Sulawesi,苏拉威西岛,술라웨시섬,Célèbes,Sulawesi,Célebes,Celebes,Sulawesi,Sulawesi,Celebes,Сулавеси,Сулавесі,Celebesz,Sulawesi,Sulawesi,Σουλαουέσι,Sulawesi,Sulawesi,เกาะซูลาเวซี,সুলাওয়েসি,सुलावेसी,سولاوسي,سولاوسی,سولاویسی,סולאווסי
island,Q120755,292568,South Island,-43.6,170.4,南島 (ニュージーランド),South Island,南島,남섬,île du Sud,Südinsel,Isla Sur,Ilha Sul,Isola del Sud,Zuidereiland,Wyspa Południowa,Южный остров,Південний острів,Déli-sziget,Sydön,Güney Adası,Νότιο Νησί,Pulau Selatan,Đảo Nam,เกาะใต้,দক্ষিণ দ্বীপ,दक्षिण द्वीप,الجزيرة الجنوبية,جزیره جنوبی,جنوبی جزیرہ,האי הדרומי
island,Q3757,3737,Java,-7.4916666666667,110.00444444444,ジャワ島,Java,爪哇岛,자와섬,Java,Java,Java,Java,Giava,Java,Jawa,Ява,Ява,Jáva,Java,Cava,Ιάβα,Jawa,Java,เกาะชวา,জাভা দ্বীপ,जावा,جاوة,جاوه,جاوا,ג'אווה
island,Q118863,235103,North Island,-39,176,北島 (ニュージーランド),North Island,北島,북섬,île du Nord,Nordinsel,Isla Norte,Ilha Norte,Isola del Nord,Noordereiland,Wyspa Północna,Северный остров,Північний острів,Északi-sziget,Nordön,Kuzey Adası,Βόρειο Νησί,Pulau Utara,Đảo Bắc,เกาะเหนือ,উত্তর দ্বীপ,उत्तर द्वीप,الجزيرة الشمالية,جزیره شمالی,شمالی جزیرہ,האי הצפוני
island,Q48335,104311,Newfoundland (island),48.5416666,-56.1249997,ニューファンドランド島,Newfoundland,纽芬兰岛,뉴펀들랜드(섬),Terre-Neuve,Neufundland,Isla de Terranova,Terra Nova,Terranova,Newfoundland,Nowa Fundlandia,Ньюфаундленд,Ньюфаундленд,Új-Fundland,Newfoundland,Newfoundland,Νέα Γη,Newfoundland,Newfoundland,เกาะนิวฟันด์แลนด์,নিউফাউন্ডল্যান্ড,न्यूफ़ाउण्डलैण्ड,نيوفاوندلاند,نیوفاندلند,نیو فاؤنڈ لینڈ,ניופאונדלנד
island,Q241,12648,Cuba,22,-79.5,キューバ,Cuba,古巴,쿠바,Cuba,Kuba,Cuba,Cuba,Cuba,Cuba,Kuba,Куба,Куба,Kuba,Kuba,Küba,Κούβα,Kuba,Cuba,ประเทศคิวบา,কিউবা,क्यूबा,كوبا,کوبا,کیوبا,קובה
island,Q125384,135060,Luzon,16,121,ルソン島,Luzon,呂宋,루손섬,Luçon,Luzon,Luzón,Lução,Luzon,Luzon,Luzon,Лусон,Лусон,Luzon,Luzon,Luzon,Λουζόν,Luson,Luzon,เกาะลูซอน,লুসোন দ্বীপ,लूज़ोन,لوزون,لوزون,لوزون,לוזון
island,Q678377,36689,Geography of Iceland,,,アイスランドの地理,Geography of Iceland,冰島地理,아이슬란드의 지리,géographie de l'Islande,Geographie Islands,geografía de Islandia,geografia da Islândia,geografia dell'Islanda,geografie van IJsland,geografia Islandii,география Исландии,Географія Ісландії,Izland földrajza,Islands geografi,İzlanda coğrafyası,,Geografi Islandia,,,আইসল্যান্ডের ভূগোল,,جغرافيا أيسلندا,جغرافیای ایسلند,,גאוגרפיה של איסלנד
island,Q124873,134639,Mindanao,7.5,125,ミンダナオ島,Mindanao,棉兰老,민다나오섬,Mindanao,Mindanao,Mindanao,Mindanau,Mindanao,Mindanao,Mindanao,Минданао,Мінданао,Mindanao,Mindanao,Mindanao,Μιντανάο,pulau Mindanau,Mindanao,มินดาเนา,মিন্দানাও,मिन्दनाओ,مندناو,میندانائو,مینداناؤ,מינדנאו
island,Q22890,17987,Ireland,53.351,-7.921,アイルランド島,Ireland,爱尔兰岛,아일랜드섬,Irlande,Irland,isla de Irlanda,Irlanda,Irlanda,Ierland,Irlandia,Ирландия,Ірландія,Ír-sziget,Irland,İrlanda,Ιρλανδία,Pulau Irlandia,Ireland,เกาะไอร์แลนด์,আয়ারল্যান্ড,आयरलैण्ड,أيرلندا,جزیره ایرلند,جزیرہ آئرلینڈ,אירלנד
island,Q35581,436,Hokkaido,43,142,北海道,Hokkaidō,北海道,홋카이도,Hokkaidō,Hokkaidō,Hokkaidō,Hokkaido,Hokkaidō,Hokkaido,Hokkaido,Хоккайдо,Хоккайдо,Hokkaidó,Hokkaido,Hokkaidō,Χοκκάιντο,Hokkaido,Hokkaidō,ฮกไกโด,হোক্কাইদো,होक्काइदो,هوكايدو,هوکایدو,ہوکائیدو,הוקאידו
island,Q7792,805805,Sakhalin,50.5,143,樺太,Sakhalin,库页岛,사할린섬,Sakhaline,Sachalin,Sajalín,Sacalina,Sachalin,Sachalin,Sachalin,Сахалин,Сахалін,Szahalin,Sachalin,Sahalin,Σαχαλίνη,Sakhalin,Sakhalin,เกาะซาฮาลิน,সাখালিন দ্বীপ,साख़ालिन,سخالين,ساخالین,سخالن جزیرہ,סחלין
island,Q25277,377743,Hispaniola,19,-71,イスパニョーラ島,Hispaniola,伊斯帕尼奥拉岛,히스파니올라섬,Hispaniola,Hispaniola,La Española,Ilha de São Domingos,Hispaniola,Hispaniola,Haiti,Гаити,Гаїті,Hispaniola,Hispaniola,Hispanyola,Ισπανιόλα,Hispaniola,Hispaniola,เกาะฮิสปันโยลา,,हिस्पानिओला,هسبنيولا,هیسپانیولا,ہسپانیولا,היספניולה
island,Q200226,195378,Banks Island,72.7504802,-121.502844,バンクス島,Banks Island,班克斯岛,뱅크스섬,île Banks,Banksinsel,Isla de Banks,Ilha Banks,isola di Banks,Bankseiland,Wyspa Banksa,Банкс,Бенкс,Banks-sziget,Banksön,Banks Adası,Μπανκς,Pulau Banks,Đảo Banks,เกาะแบงส์,,,جزيرة بانكس,جزیره بنکس,جزیرہ بینکس,בנקס
island,Q854,4508,Sri Lanka,7,81,スリランカ,Sri Lanka,斯里蘭卡,스리랑카,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Sri Lanka,Шри-Ланка,Шрі-Ланка,Srí Lanka,Sri Lanka,Sri Lanka,Σρι Λάνκα,Sri Lanka,Sri Lanka,ประเทศศรีลังกา,শ্রীলঙ্কা,श्रीलंका,سريلانكا,سری‌لنکا,سری لنکا,סרי לנקה
island,Q34366,157437,Tasmania,-42,147,タスマニア州,Tasmania,塔斯馬尼亞州,태즈메이니아주,Tasmanie,Tasmanien,Tasmania,Tasmânia,Tasmania,Tasmanië,Tasmania,Тасмания,Тасманія,Tasmania,Tasmanien,Tasmanya,Τασμανία,Tasmania,Tasmania,รัฐแทสเมเนีย,তাসমানিয়া,टासमानिया,تسمانية,تاسمانی,تسمانیا,טסמניה
island,Q186841,193361,Devon Island,75,-87,デヴォン島,Devon Island,德文島,데번섬,île Devon,Devon Island,Isla Devon,Ilha de Devon,Isola di Devon,Devoneiland,Devon,Девон,Девон,Devon-sziget,Devonön,Devon Adası,Ντέβον,Pulau Devon,Đảo Devon,เกาะเดวอน,,,جزيرة ديفون,جزیره دوون,جزریہ ڈیون,דבון
island,Q217362,2021735,Severny Island,75.45,60.2,セヴェルヌィ島,Severny Island,謝韋爾內島,세베르니섬,île Severny,Nordinsel,Isla Séverny,Ilha Severny,isola Severnyj,Severny-eiland,Wyspa Północna,Северный остров,Північний острів,,Severnyjön,Severni Adası,Νήσος Σέβερνι,Pulau Utara,Đảo Severny,เกาะเซเวียร์นืย,,,جزيرة سيفيرني,جزیره سورنی,,סברני
island,Q1674067,366329,Isla Grande de Tierra del Fuego,-54.22180646611901,-67.6791638659682,フエゴ島,Isla Grande de Tierra del Fuego,火地岛,티에라델푸에고섬,Grande Île de Terre de Feu,Isla Grande de Tierra del Fuego,Isla Grande de Tierra del Fuego,Ilha Grande da Terra do Fogo,Isola Grande della Terra del Fuoco,Isla Grande de Tierra del Fuego,Isla Grande de Tierra del Fuego,Огненная Земля,Ісла Гранде де Тьєрра дель Фуего,Isla Grande de Tierra del Fuego,Isla Grande de Tierra del Fuego,Büyük Tierra del Fuego Adası,Μεγάλη Νήσος της Γης του Πυρός,Pulau Grande de Tierra del Fuego,Isla Grande de Tierra del Fuego,เกาะติเอร์ราเดลฟูเอโก,,,الجزيرة الكبرى لأرض النار,ایسلا گرند د تیرا دل فوئگو,,האי הגדול של ארץ האש
island,Q741243,4155696,Berkner Island,-79.666666666667,-46.333333333333,バークナー島,Berkner Island,伯克納島,버크너섬,île Berkner,Berkner-Insel,Isla Berkner,Ilha Berkner,isola Berkner,Berkner-eiland,Wyspa Berknera,Беркнер,Беркнер,,Berkner Island,Berkner Adası,Μπέρκνερ,,Đảo Berkner,,,,,جزیره برکنر,,
island,Q200223,228673,Alexander Island,-71,-70,アレクサンダー島,Alexander Island,亚历山大一世岛,알렉산더섬,île Alexandre-Ier,Alexander-I.-Insel,Isla Alejandro I,Ilha Alexandre I,isola Alessandro I,Alexandereiland,Wyspa Aleksandra,Земля Александра I,Земля Олександра I,I. Sándor-sziget,Alexander Island,Alexander Adası,Γη Αλεξάνδρου Α΄,Pulau Aleksander,Đảo Alexander,เกาะอเล็กซานเดอร์,,ऐलेक्ज़ैन्डर द्वीप,جزيرة ألكسندر,جزیره الکساندر,,ארץ אלכסנדר
island,Q207666,829744,Axel Heiberg Island,79.75,-91,アクセルハイバーグ島,Axel Heiberg Island,阿克塞尔海伯格岛,액슬하이버그섬,île Axel Heiberg,Axel-Heiberg-Insel,Isla Axel Heiberg,Ilha de Axel Heiberg,isola di Axel Heiberg,Axel Heibergeiland,Wyspa Axela Heiberga,Аксель-Хейберг,Аксел-Гейберг,Axel Heiberg-sziget,Axel Heiberg Island,Axel Heiberg Adası,Άξελ Χάιμπεργκ,Pulau Axel Heiberg,Đảo Axel Heiberg,เกาะอักเซลไฮเบิร์ก,,,جزيرة أكسل هايبرغ,جزیره اکسل هایبرگ,جزیرہ ایکیل ہیئبرگ,
island,Q207751,801756,Southampton Island,64.333333,-84.666667,サウサンプトン島,Southampton Island,南安普頓島,사우샘프턴섬,île Southampton,Southampton Island,Isla de Southampton,Ilha Southampton,isola di Southampton,Southamptoneiland,Southampton,Саутгемптон,Саутгемптон,Southampton-sziget,Salliq,Southampton Adası,Σαουθάμπτον,,Đảo Southampton,,,,جزيرة ساوثهامبتون,جزیره ساوت‌همپتن,جزیرہ ساؤتھمپٹن,סאות'המפטון
island,Q193264,402802,Marajó,-0.978611,-49.581667,マラジョ島,Marajó,馬拉若島,마라조섬,île de Marajó,Marajó,Marajó,Ilha de Marajó,Marajó,Marajó,Marajó,Маражо,Маражо,Marajó,Marajó,Marajó,Μαραζό,Marajó,Marajó,เกาะมาราฌอ,মারাজো,,ماراجو,ماراژو,,מרז'ו
island,Q21162,192094,Spitsbergen,78.75,16,スピッツベルゲン島,Spitsbergen,斯匹次卑尔根岛,스핏스베르겐 섬,Spitzberg,Spitzbergen,Spitsbergen,Spitsbergen,Spitsbergen,Spitsbergen,Spitsbergen,Западный Шпицберген,Західний Шпіцберген,Nyugati-föld,Spetsbergen,Spitsbergen,Σπιτσβέργη,Spitsbergen,Spitsbergen,เกาะสปิตส์บาร์เกิน,,,سبيتسبرغن,اسپیتس‌برگن,اسپیتس‌برگن,שפיצברגן
island,Q13987,6106,Kyushu,33,131,九州,Kyushu,九州,규슈,Kyūshū,Kyūshū,Kyūshū,Quiuxu,Kyūshū,Kyushu,Kiusiu,Кюсю,Кюшю,Kjúsú,Kyushu,Kyūshū,Κιούσου,Kyushu,Kyushu,เกาะคีวชู,কিউশু,क्यूशू,كيوشو,کیوشو,کیوشو,קיושו
island,Q59771,428952,New Britain,-5.75,150.6,ニューブリテン島,New Britain,新不列顛,뉴브리튼섬,Nouvelle-Bretagne,Neubritannien,Nueva Bretaña,Nova Bretanha,Nuova Britannia,Nieuw-Brittannië,Nowa Brytania,Новая Британия,Нова Британія,Új-Britannia,Niu Briten,Yeni Britanya,Νέα Βρετανία,New Britain,New Britain,นิวบริเตน,,न्यू ब्रिटेन,جزيرة نيو بريتين,بریتانیای نو,,בריטניה החדשה
island,Q22502,882663,Taiwan (island),23.766666666667,121,台湾,Taiwan Island,臺灣,대만,île de Taïwan,Taiwan,Taiwán,Ilha Formosa,Isola di Formosa,Taiwan,Tajwan,Тайвань,Тайвань,Tajvan,Taiwan,Tayvan,Ταϊβάν,Taiwan,Đài Loan,ภูมิศาสตร์ไต้หวัน,তাইওয়ান,ताइवान,تايوان,تایوان,تائیوان,טאיוואן
island,Q1081204,141435,Hainan Island,19.25,109.6666667,海南島,Hainan Island,海南島,하이난섬,Hainan,Insel Hainan,isla de Hainan,ilha de Hainan,Hainan,Hainan Island,,Хайнань,Хайнань,,Hainan Dao,,,Pulau Hainan,đảo Hải Nam,,,,جزيرة هاينان,,,
island,Q207925,804183,Prince of Wales Island (Nunavut),72.666667,-99,プリンスオブウェールズ島 (カナダ),Prince of Wales Island,威尔士亲王岛,프린스오브웨일스섬,île du Prince-de-Galles,Prince-of-Wales-Insel,Isla del Príncipe de Gales,Ilha do Príncipe de Gales,Isola Principe di Galles,Prins van Wales-eiland,Wyspa Księcia Walii,Остров Принца Уэльского,Острів Принца Уельського,Prince of Wales-sziget,Prince of Wales Island,Prince of Wales Adası,Πρίγκηπας Ουαλίας,,đảo Công tước xứ Wales,เกาะพรินซ์ออฟเวลส์,,,جزيرة أمير ويلز,جزیره پرینس ولز,جزیرہ پرنس آف ویلز,אי הנסיך מוויילס
island,Q601637,3565412,Prince of Wales Island (Alaska),55.631944444444,-132.9075,プリンスオブウェールズ島 (アラスカ州),Prince of Wales Island,威爾士親王島,프린스오브웨일스섬,île du Prince-de-Galles,Prince-of-Wales-Insel,Isla del Príncipe de Gales,Ilha do Príncipe de Gales,isola Principe di Galles,Prins van Waleseiland,Wyspa Księcia Walii,Остров Принца Уэльского,Острів Принца Уельського,,Prince of Wales Island,Galler Prensi Adası,Νήσος Πρίγκηπα Ουαλίας,Pulau Prince of Wales,,,,,برينس أوف ويلز,,جزیرہ پرنس آف ویلز,אי הנסיך מוולס
island,Q212806,2021731,Yuzhny Island,72,54,ユージヌィ島,Yuzhny Island,尤日內島,유즈니섬,île Ioujny,Juschny-Insel,isla Yuzhni,Ilha Yuzhny,isola Južnyj,Joezjny-eiland,Wyspa Południowa,Южный остров,Південний острів,,,Yujni Adası,Νήσος Γιούζνι,Pulau Selatan,Đảo Yuzhny,เกาะยุจนืย,,,جزيرة يوجني,جزیره یوژنی,,יוז'ני (אי)
island,Q170479,82474,Vancouver Island,49.633333,-125.7,バンクーバー島,Vancouver Island,溫哥華島,밴쿠버섬,île de Vancouver,Vancouver Island,Isla de Vancouver,Ilha Vancouver,isola di Vancouver,Vancouvereiland,Vancouver,Ванкувер,Ванкувер,Vancouver-sziget,Vancouver Island,Vancouver Adası,Νήσος Βανκούβερ,Pulau Vancouver,Đảo Vancouver,เกาะแวนคูเวอร์,,,جزيرة فانكوفر,جزیره ونکوور,,האי ונקובר
island,Q83067,433003,Timor,-9.083333333333334,125.08333333333333,ティモール島,Timor,帝汶,티모르섬,Timor,Timor,Timor,Timor,Timor,Timor,Timor,Тимор,Тимор,Timor,Timor,Timor,Τιμόρ,Pulau Timor,Timor,เกาะติมอร์,তিমুর,तिमोर द्वीप,تيمور,جزیره تیمور,جزیرہ تیمور,טימור
island,Q1460,58383,Sicily,37.6,14.016666666666667,シチリア,Sicily,西西里岛,시칠리아,Sicile,Sizilien,Sicilia,Sicília,Sicilia,Sicilië,Sycylia,Сицилия,Сицилія,Szicília,Sicilien,Sicilya,Σικελία,Sisilia,Sicilia,แคว้นซิซิลี,সিসিলি,सिसिली,صقلية,سیسیل,صقلیہ,סיציליה
island,Q212219,804537,Somerset Island (Nunavut),73.25,-93.5,サマーセット島,Somerset Island,萨默塞特岛,서머싯섬,île Somerset,Somerset Island,Isla Somerset,Ilha Somerset,isola di Somerset,Somerseteiland,Wyspa Somerset,Сомерсет,Сомерсет,,Somerset Island,Somerset Adası,Νήσος Σόμερσετ,Pulau Somerset (Nunavut),Đảo Somerset (Nunavut),,,,,جزیره سامرست,جزیرہ سمرسیٹ,
island,Q1462,58803,Sardinia,40,9,サルデーニャ,Sardinia,撒丁,사르데냐,Sardaigne,Sardinien,Cerdeña,Sardenha,Sardegna,Sardinië,Sardynia,Сардиния,Сардинія,Szardínia,Sardinien,Sardinya,Σαρδηνία,Sardinia,Sardegna,แคว้นซาร์ดิเนีย,সার্দিনিয়া,सारडीनिया,سردينيا,ساردنی,ساردینیا,סרדיניה
island,Q648391,488071,Kotelny Island,75.438888888889,138.82666666667,コテリヌイ島,Kotelny Island,科捷利內島,코텔니섬,île Kotelny,Kotelny-Insel,Isla Kotelni,Ilha Kotelny,isola Kotel'nyj,Kotelny,Kotielnyj,Котельный остров,Котельний острів,,Kotelnyjön,Kotelny Adası,Κοτέλνι,Pulau Kotelny,Đảo Kotelny,เกาะโคเตลนืย,,,جزيرة كوتيلني,جزیره کوتلنی,,קוטלני
island,Q873613,488076,Faddeyevsky Peninsula,75.45,143.85,ファデエフスキイ島,Faddeyevsky Peninsula,法捷耶夫岛,파데옙스키섬,péninsule Faddeïevski,Faddejewski-Halbinsel,,Península de Faddeyevsky,Faddeevskij,Faddejevski-schiereiland,,Фаддеевский полуостров,Фадєєвський півострів,,Faddejevskihalvön,Faddeyevsky Yarımadası,,,,,,,,شبه‌جزیره فدیفسکی,,
island,Q13991,6108,Shikoku,33.75,133.5,四国,Shikoku,四國,시코쿠,Shikoku,Shikoku,Shikoku,Shikoku,Shikoku,Shikoku,Sikoku,Сикоку,Шікоку,Sikoku,Shikoku,Shikoku,Σικόκου,Shikoku,Shikoku,เกาะชิโกกุ,শিকোকু,शिकोकू,شيكوكو,شیکوکو,شیکوکو,שיקוקו
island,Q201398,816677,Halmahera,0.698055555555556,127.841111111111,ハルマヘラ島,Halmahera Island,哈马黑拉岛,할마헤라섬,Halmahera,Halmahera,Halmahera,Halmaera,Halmahera,Halmahera,Halmahera,Хальмахера,Хальмахера,Halmahera,Halmahera,Halmahera,Χαλμαχέρα,Pulau Halmahera,Halmahera,ฮัลมาเฮรา,হালমাহেরা,हालमाहेरा,هالماهيرا,هالماهرا,ہالماہيرا,האלמאהרה
island,Q185532,792325,Seram Island,-3,129,セラム島,Seram,斯兰岛,스람섬,Céram,Seram,Ceram,Ceram,Ceram,Ceram,Seram,Серам,Серам,Seram,Seram,Seram Adası,Σέραμ,Pulau Seram,Seram,เกาะเซรัม,সেরাম দ্বীপ,सेरम द्वीप,جزيرة سيرام,جزیره سرام,,סראם
island,Q256293,3154621,Grande Terre (New Caledonia),-21.41,165.49,グランドテール島,Grande Terre,大特雷島,그랑드테르섬,Grande Terre,Grande Terre,Grande Terre,Grande Terre,Grande Terre,Grande Terre,Grande Terre,Гранд-Тер (Новая Каледония),Ґранд-Терр,,Grande Terre,Grande Terre,Γκραντ Τερ,,,,,,غراند تير,,,גרנד טר
island,Q217369,809643,Bathurst Island (Nunavut),75.75,-100,バサースト島 (カナダ),Bathurst Island,巴瑟斯特岛,배서스트섬,île de Bathurst,Bathurst Island,Isla de Bathurst,Ilha Bathurst,isola Bathurst,Bathursteiland,Wyspa Bathursta,Батерст,Батерст,Bathurst-sziget (Kanada),Bathurst Island,Bathurst Adası,Νήσος Μπάθερστ,Pulau Bathurst (Nunavut),Đảo Bathurst,,,,جزيرة باثرست,جزیره باترست,جزیرہ باتھورست,בת'רסט (אי)
island,Q213146,190791,Prince Patrick Island,76.7506738,-119.503421,プリンスパトリック島,Prince Patrick Island,帕特里克王子岛,프린스패트릭섬,île du Prince-Patrick,Prince Patrick Island,Isla del Príncipe Patrick,Ilha Prince Patrick,Isola del Principe Patrizio,Prins Patrickeiland,Wyspa Księcia Patryka,Принс-Патрик,Прінс-Патрік,Prince Patrick-sziget,Prince Patrick Island,Prince Patrick Adası,Νήσος Πρίγκηπα Πάτρικ,,,เกาะพรินซ์แพทริก,,,جزيرة الأمير باتريك,جزیره پرینس پاتریک,جزیرہ پرنس پیٹرک,אי הנסיך פטריק
island,Q583990,228584,Thurston Island,-72.23,-98.615277777778,サーストン島,Thurston Island,瑟斯顿岛,,île Thurston,Thurston-Insel,Isla Thurston,Ilha Thurston,isola Thurston,Thurston-eiland,Wyspa Thurstona,Терстон,Тарстон,,Thurston Island,Thurston Adası,Θέρστον,,,,,,جزيرة ثورستن,,,האי ת'רסטון
island,Q186367,498087,Sumbawa,-8.81682777777778,117.951477777778,スンバワ島,Sumbawa Island,松巴哇島,숨바와섬,Sumbawa,Sumbawa,Sumbawa,Sumbawa,Sumbawa,Sumbawa,Sumbawa,Сумбава,Сумбава,Sumbawa,Sumbawa,Sumbawa,Σούμπαουα,Pulau Sumbawa,Sumbawa,เกาะซุมบาวา,,सुम्बावा,سُمباوة,سامباوا,سومباوا,סומבאווה
island,Q148440,211652,Flores,-8.715,121.495555555556,フローレス島 (インドネシア),Flores Island,弗洛勒斯岛,플로레스섬,Florès,Flores,Isla de Flores,Flores,Flores,Flores,Flores,Флорес,Флорес,Flores,Flores,Flores,Φλόρες,Pulau Flores,Flores,เกาะโฟลเร็ซ,ফ্লোরেস,,جزيرة فلوريس,فلورس (جزیره),فلورس، انڈونیشیا,פלורס (אינדונזיה)
island,Q207374,830830,Nordaustlandet,79.8,22.4,北東島,Nordaustlandet,东北地岛,노르아우스틀라네섬,Nordaustlandet,Nordostland,Nordaustlandet,Nordaustlandet,Nordaustlandet,Nordaustlandet,Ziemia Północno-Wschodnia,Северо-Восточная Земля,Північно-Східна Земля,,Nordaustlandet,Nordaustlandet,Βορειοανατολική Γη,,Nordaustlandet,นูเราสต์ลันเนอ,,,نورأوستلانده,نورداوست‌لانت,,נורדאוסטלנדט
island,Q217372,743975,October Revolution Island,79.483333333333,96.833333333333,十月革命島,October Revolution Island,十月革命岛,옥탸브리스코이레볼류치섬,île de la Révolution-d'Octobre,Oktoberrevolutions-Insel,Isla Revolución de Octubre,Ilha da Revolução de Outubro,Isola della Rivoluzione d'Ottobre,Oktoberrevolutie,Wyspa Rewolucji Październikowej,Остров Октябрьской Революции,Острів Жовтневої Революції,Októberi forradalom-sziget,Oktoberrevolutionön,Ekim Devrimi Adası,νήσος της Οκτωβριανής Επανάστασης,Pulau Revolusi Oktober,Đảo Cách Mạng Tháng Mười,เกาะออกโทเบอร์เรโวลูชัน,,,جزيرة ثورة أكتوبر,جزیره انقلاب اکتبر,,
island,Q143246,830614,King William Island,69.166667,-97.416667,キングウィリアム島,King William Island,威廉王島,킹윌리엄섬,île du Roi-Guillaume,King William Island,Isla del Rey Guillermo,Ilha do Rei Guilherme,Isola di Re Guglielmo,Koning Willem-eiland,Wyspa Króla Williama,Кинг-Вильям,Кінг-Вільям,Vilmos király sziget,King Williams land,King William Adası,Νήσος Βασιλιά Ουίλιαμ,Pulau King William,Đảo King William,,,,جزيرة الملك وليام,جزیره کینگ ویلیام,جزیرہ کنگ ولیمز,אי המלך ויליאם
island,Q219737,291058,Samar,12.05,125.11666666667,サマール島,Samar Island,萨马岛,사마르섬,Samar,Samar,Sámar,Samar,Samar,Samar,Samar,Самар,Самар,Samar,Samar,Samar,Σαμάρ,pulau Samar,Samar,,,सामार,سامار,سامار,سامار,סאמאר
island,Q212777,458456,Negros,10,123,ネグロス島,Negros,内格罗斯岛,네그로스섬,Negros,Negros,Negros,Negros,Negros,Negros,Negros,Негрос,Негрос,Negros,Negros,Negros,Νέγκρος,pulau Buglas,Negros,,,निग्रोस्,نيغروس,نگروس,نیگروس,נגרוס
island,Q1061269,250809,Palawan (island),9.5,118.5,パラワン島,Palawan,巴拉望,팔라완섬,Palawan,Palawan,Palawan,Palawan,,Palawan,Palawan,Палаван,Палаван,,,Palawan,Παλαουάν,Palawan,Palawan,,,,بالاوان,پالاوان,,
island,Q329452,828283,Yos Sudarso Island,-7.895831,138.364167,ヨススダルソ島,Kolepom Island,約斯·蘇達索島,요스수다르소섬,Yos Sudarso,Yos-Sudarso-Insel,Isla de Yos Sudarso,Yos Sudarso,isola Yos Sudarso,Yos Sudarso,Yos Sudarso,Йос-Сударсо,Йос-Сударсо,,Pulau Dolak,,Νήσος Γιος Σουντάρσο,Pulau Kolepom,Đảo Yos Sudarso,เกาะยซ ซูดาร์โซ,,,جزيرة يوس سودارسو,جزیره یوس سودارسو,یوس سدارسو,
island,Q332359,459944,Panay,11.15,122.48333333333,パナイ島,Panay,班乃岛,파나이섬,Panay,Panay,Panay,Panay,Panay,Panay,Panay,Панай,Панай,Panay,Panay,Panay,Πανάι,Panay,Panay,ปาไนย์,,पनाय,باناي,پانای,,פאנאי
island,Q188428,828450,Bangka Island,-2.25,106,バンカ島,Bangka Island,邦加島,방카섬,Bangka,Bangka,Isla de Bangka,Bangka,Bangka,Banka,Bangka,Банка,Банка,,Bangka,,Μπάνγκα,Pulau Bangka,Bangka,,,,بانغكا,جزیره بانگکا,بانگکا,באנגקה
island,Q650720,744899,Bolshevik Island,78.609166666667,102.92805555556,ボリシェヴィク島,Bolshevik Island,布爾什維克島,볼셰비크섬,île Bolchevique,Bolschewik-Insel,Isla Bolchevique,Ilha Bolchevique,isola Bolscevica,Bolsjevik,Bolszewik,Большевик,Більшовик,Bolsevik-sziget,Bolsjevikön,Bolşevik Adası,Νησί των Μπολσεβίκων,Pulau Bolshevik,Đảo Bolshevik,เกาะบอลเชวิค,,,جزيرة البلاشفة,جزیره بولشویک,,
